pr_id,pr_gene_id,pr_gene_symbol,pr_gene_title,pr_is_lm,pr_is_bing,gene_id
219177_at,55299,BRIX1,"BRX1, biogenesis of ribosomes",0,1,55299
202457_s_at,5530,PPP3CA,"protein phosphatase 3, catalytic subunit, alpha isozyme",0,1,5530
219975_x_at,55301,OLAH,oleoyl-ACP hydrolase,0,1,55301
219243_at,55303,GIMAP4,"GTPase, IMAP family member 4",0,1,55303
202577_s_at,55308,DDX19A,DEAD-box helicase 19A,0,1,55308
208932_at,5531,PPP4C,protein phosphatase 4 catalytic subunit,0,1,5531
50376_at,55311,ZNF444,zinc finger protein 444,0,1,55311
217923_at,553115,PEF1,penta-EF-hand domain containing 1,0,1,553115
203224_at,55312,RFK,riboflavin kinase,0,1,55312
218610_s_at,55313,CPPED1,calcineurin-like phosphoesterase domain containing 1,0,1,55313
219750_at,55314,TMEM144,transmembrane protein 144,0,1,55314
219344_at,55315,SLC29A3,"solute carrier family 29 (equilibrative nucleoside transporter), member 3",0,1,55315
218307_at,55316,RSAD1,radical S-adenosyl methionine domain containing 1,0,1,55316
219706_at,55317,AP5S1,adaptor related protein complex 5 sigma 1 subunit,0,1,55317
218513_at,55319,TMA16,translation machinery associated 16 homolog,0,1,55319
202432_at,5532,PPP3CB,"protein phosphatase 3, catalytic subunit, beta isozyme",0,1,5532
206500_s_at,55320,MIS18BP1,MIS18 binding protein 1,0,1,55320
219958_at,55321,TMEM74B,transmembrane protein 74B,0,1,55321
203738_at,55322,C5orf22,chromosome 5 open reading frame 22,0,1,55322
218651_s_at,55323,LARP6,La ribonucleoprotein domain family member 6,0,1,55323
218449_at,55325,UFSP2,UFM1-specific peptidase 2,0,1,55325
218096_at,55326,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5,0,1,55326
221568_s_at,55327,LIN7C,lin-7 homolog C (C. elegans),0,1,55327
219703_at,55329,MNS1,meiosis specific nuclear structural 1,0,1,55329
32541_at,5533,PPP3CC,"protein phosphatase 3, catalytic subunit, gamma isozyme",0,1,5533
218627_at,55332,DRAM1,DNA damage regulated autophagy modulator 1,0,1,55332
219156_at,55333,SYNJ2BP,synaptojanin 2 binding protein,0,1,55333
221104_s_at,55335,NIPSNAP3B,nipsnap homolog 3B (C. elegans),0,1,55335
218429_s_at,55337,C19orf66,chromosome 19 open reading frame 66,0,1,55337
218851_s_at,55339,WDR33,WD repeat domain 33,0,1,55339
204506_at,5534,PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha",0,1,5534
218805_at,55340,GIMAP5,"GTPase, IMAP family member 5",0,1,55340
221536_s_at,55341,LSG1,large 60S subunit nuclear export GTPase 1,0,1,55341
218485_s_at,55343,SLC35C1,"solute carrier family 35 (GDP-fucose transporter), member C1",0,1,55343
218951_s_at,55344,PLCXD1,phosphatidylinositol specific phospholipase C X domain containing 1,0,1,55344
205796_at,55346,TCP11L1,"t-complex 11, testis-specific-like 1",0,1,55346
218633_x_at,55347,ABHD10,abhydrolase domain containing 10,0,1,55347
208029_s_at,55353,LAPTM4B,lysosomal protein transmembrane 4 beta,0,1,55353
218726_at,55355,HJURP,Holliday junction recognition protein,0,1,55355
222173_s_at,55357,TBC1D2,TBC1 domain family member 2,0,1,55357
221696_s_at,55359,STYK1,serine/threonine/tyrosine kinase 1,0,1,55359
201979_s_at,5536,PPP5C,"protein phosphatase 5, catalytic subunit",0,1,5536
215134_at,55361,PI4K2A,phosphatidylinositol 4-kinase type 2 alpha,0,1,55361
218637_at,55364,IMPACT,impact RWD domain protein,0,1,55364
218345_at,55365,TMEM176A,transmembrane protein 176A,0,1,55365
218326_s_at,55366,LGR4,leucine-rich repeat containing G protein-coupled receptor 4,0,1,55366
221640_s_at,55367,PIDD1,p53-induced death domain protein 1,0,1,55367
206174_s_at,5537,PPP6C,"protein phosphatase 6, catalytic subunit",0,1,5537
221096_s_at,55374,TMCO6,transmembrane and coiled-coil domains 6,0,1,55374
222231_s_at,55379,LRRC59,leucine rich repeat containing 59,0,1,55379
200975_at,5538,PPT1,palmitoyl-protein thioesterase 1,0,1,5538
212732_at,55384,MEG3,maternally expressed 3 (non-protein coding),0,1,55384
220651_s_at,55388,MCM10,minichromosome maintenance 10 replication initiation factor,0,1,55388
218896_s_at,55421,NCBP3,nuclear cap binding subunit 3,0,1,55421
219228_at,55422,ZNF331,zinc finger protein 331,0,1,55422
220171_x_at,55425,GPALPP1,GPALPP motifs containing 1,0,1,55425
215150_at,55432,YOD1,YOD1 deubiquitinase,0,1,55432
219023_at,55435,AP1AR,adaptor related protein complex 1 associated regulatory protein,0,1,55435
218309_at,55450,CAMK2N1,calcium/calmodulin-dependent protein kinase II inhibitor 1,0,1,55450
222235_s_at,55454,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2,0,1,55454
208938_at,5546,PRCC,papillary renal cell carcinoma (translocation-associated),0,1,5546
218271_s_at,55486,PARL,"presenilin associated, rhomboid-like",0,1,55486
204223_at,5549,PRELP,proline/arginine-rich end leucine-rich repeat protein,0,1,5549
204117_at,5550,PREP,prolyl endopeptidase,0,1,5550
219017_at,55500,ETNK1,ethanolamine kinase 1,0,1,55500
218927_s_at,55501,CHST12,carbohydrate (chondroitin 4) sulfotransferase 12,0,1,55501
217962_at,55505,NOP10,NOP10 ribonucleoprotein,0,1,55505
218445_at,55506,H2AFY2,H2A histone family member Y2,0,1,55506
218988_at,55508,SLC35E3,solute carrier family 35 member E3,0,1,55508
220358_at,55509,BATF3,"basic leucine zipper transcription factor, ATF-like 3",0,1,55509
214617_at,5551,PRF1,perforin 1,0,1,5551
220004_at,55510,DDX43,DEAD-box helicase 43,0,1,55510
219695_at,55512,SMPD3,sphingomyelin phosphodiesterase 3,0,1,55512
201859_at,5552,SRGN,serglycin,0,1,5552
219736_at,55521,TRIM36,tripartite motif containing 36,0,1,55521
209916_at,55526,DHTKD1,dehydrogenase E1 and transketolase domain containing 1,0,1,55526
219255_x_at,55540,IL17RB,interleukin 17 receptor B,0,1,55540
212430_at,55544,RBM38,RNA binding motif protein 38,0,1,55544
203623_at,55558,PLXNA3,plexin A3,0,1,55558
41397_at,55565,ZNF821,zinc finger protein 821,0,1,55565
212256_at,55568,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10,0,1,55568
205053_at,5557,PRIM1,"primase, DNA, polypeptide 1 (49kDa)",0,1,5557
212010_s_at,55573,CDV3,CDV3 homolog (mouse),0,1,55573
218231_at,55577,NAGK,N-acetylglucosamine kinase,0,1,55577
221774_x_at,55578,SUPT20H,"SPT20 homolog, SAGA complex component",0,1,55578
215708_s_at,5558,PRIM2,"primase, DNA, polypeptide 2 (58kDa)",0,1,5558
217978_s_at,55585,UBE2Q1,ubiquitin conjugating enzyme E2Q family member 1,0,1,55585
59644_at,55589,BMP2K,BMP2 inducible kinase,0,1,55589
219876_s_at,55592,GOLGA2P5,golgin A2 pseudogene 5,0,1,55592
218478_s_at,55596,ZCCHC8,"zinc finger, CCHC domain containing 8",0,1,55596
218986_s_at,55601,DDX60,DEXD/H-box helicase 60,0,1,55601
218929_at,55602,CDKN2AIP,CDKN2A interacting protein,0,1,55602
221766_s_at,55603,FAM46A,family with sequence similarity 46 member A,0,1,55603
221088_s_at,55607,PPP1R9A,protein phosphatase 1 regulatory subunit 9A,0,1,55607
38710_at,55611,OTUB1,"OTU deubiquitinase, ubiquitin aldehyde binding 1",0,1,55611
218796_at,55612,FERMT1,fermitin family member 1,0,1,55612
219570_at,55614,KIF16B,kinesin family member 16B,0,1,55614
47069_at,55615,PRR5,proline rich 5,0,1,55615
222236_s_at,55616,ASAP3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",0,1,55616
219443_at,55617,TASP1,taspase 1,0,1,55617
219279_at,55619,DOCK10,dedicator of cytokinesis 10,0,1,55619
209799_at,5562,PRKAA1,protein kinase AMP-activated catalytic subunit alpha 1,0,1,5562
203701_s_at,55621,TRMT1,tRNA methyltransferase 1,0,1,55621
218710_at,55622,TTC27,tetratricopeptide repeat domain 27,0,1,55622
213025_at,55623,THUMPD1,THUMP domain containing 1,0,1,55623
217944_at,55624,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",0,1,55624
218606_at,55625,ZDHHC7,"zinc finger, DHHC-type containing 7",0,1,55625
219141_s_at,55626,AMBRA1,autophagy/beclin-1 regulator 1,0,1,55626
207709_at,5563,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2,0,1,5563
219215_s_at,55630,SLC39A4,"solute carrier family 39 (zinc transporter), member 4",0,1,55630
218577_at,55631,LRRC40,leucine rich repeat containing 40,0,1,55631
206583_at,55634,KRBOX4,KRAB box domain containing 4,0,1,55634
218829_s_at,55636,CHD7,chromodomain helicase DNA binding protein 7,0,1,55636
218692_at,55638,SYBU,syntabulin,0,1,55638
201834_at,5564,PRKAB1,protein kinase AMP-activated non-catalytic subunit beta 1,0,1,5564
219316_s_at,55640,FLVCR2,feline leukemia virus subgroup C cellular receptor family member 2,0,1,55640
207722_s_at,55643,BTBD2,BTB (POZ) domain containing 2,0,1,55643
209450_at,55644,OSGEP,O-sialoglycoprotein endopeptidase,0,1,55644
219622_at,55647,RAB20,"RAB20, member RAS oncogene family",0,1,55647
214474_at,5565,PRKAB2,protein kinase AMP-activated non-catalytic subunit beta 2,0,1,5565
219238_at,55650,PIGV,phosphatidylinositol glycan anchor biosynthesis class V,0,1,55650
209104_s_at,55651,NHP2,NHP2 ribonucleoprotein,0,1,55651
218417_s_at,55652,SLC48A1,"solute carrier family 48 (heme transporter), member 1",0,1,55652
219460_s_at,55654,TMEM127,transmembrane protein 127,0,1,55654
221690_s_at,55655,NLRP2,"NLR family, pyrin domain containing 2",0,1,55655
218905_at,55656,INTS8,integrator complex subunit 8,0,1,55656
220661_s_at,55657,ZNF692,zinc finger protein 692,0,1,55657
215031_x_at,55658,RNF126,ring finger protein 126,0,1,55658
218053_at,55660,PRPF40A,pre-mRNA processing factor 40 homolog A,0,1,55660
215693_x_at,55661,DDX27,DEAD-box helicase 27,0,1,55661
59999_at,55662,HIF1AN,"hypoxia inducible factor 1, alpha subunit inhibitor",0,1,55662
219900_s_at,55663,ZNF446,zinc finger protein 446,0,1,55663
219343_at,55664,CDC37L1,cell division cycle 37-like 1,0,1,55664
218601_at,55665,URGCP,upregulator of cell proliferation,0,1,55665
217796_s_at,55666,NPLOC4,"NPL4 homolog, ubiquitin recognition factor",0,1,55666
205684_s_at,55667,DENND4C,DENN/MADD domain containing 4C,0,1,55667
219720_s_at,55668,GPATCH2L,G-patch domain containing 2 like,0,1,55668
217043_s_at,55669,MFN1,mitofusin 1,0,1,55669
202741_at,5567,PRKACB,protein kinase cAMP-activated catalytic subunit beta,0,1,5567
219180_s_at,55670,PEX26,peroxisomal biogenesis factor 26,0,1,55670
220368_s_at,55671,PPP4R3A,protein phosphatase 4 regulatory subunit 3A,0,1,55671
220765_s_at,55679,LIMS2,LIM-type zinc finger domains 2,0,1,55679
221220_s_at,55681,SCYL2,"SCY1-like, kinase-like 2",0,1,55681
219648_at,55686,MREG,melanoregulin,0,1,55686
213634_s_at,55687,TRMU,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase,0,1,55687
221203_s_at,55689,YEATS2,YEATS domain containing 2,0,1,55689
204612_at,5569,PKIA,"protein kinase (cAMP-dependent, catalytic) inhibitor alpha",0,1,5569
220557_s_at,55690,PACS1,phosphofurin acidic cluster sorting protein 1,0,1,55690
208476_s_at,55691,FRMD4A,FERM domain containing 4A,0,1,55691
220143_x_at,55692,LUC7L,LUC7-like,0,1,55692
220278_at,55693,KDM4D,lysine (K)-specific demethylase 4D,0,1,55693
213773_x_at,55695,NSUN5,NOP2/Sun RNA methyltransferase family member 5,0,1,55695
218134_s_at,55696,RBM22,RNA binding motif protein 22,0,1,55696
218169_at,55697,VAC14,Vac14 homolog (S. cerevisiae),0,1,55697
217943_s_at,55700,MAP7D1,MAP7 domain containing 1,0,1,55700
58780_s_at,55701,ARHGEF40,Rho guanine nucleotide exchange factor 40,0,1,55701
204335_at,55702,CCDC94,coiled-coil domain containing 94,0,1,55702
219459_at,55703,POLR3B,polymerase (RNA) III (DNA directed) polypeptide B,0,1,55703
219387_at,55704,CCDC88A,coiled-coil domain containing 88A,0,1,55704
217885_at,55705,IPO9,importin 9,0,1,55705
218073_s_at,55706,NDC1,NDC1 transmembrane nucleoporin,0,1,55706
220731_s_at,55707,NECAP2,NECAP endocytosis associated 2,0,1,55707
218569_s_at,55709,KBTBD4,kelch repeat and BTB (POZ) domain containing 4,0,1,55709
201805_at,5571,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1,0,1,5571
220615_s_at,55711,FAR2,fatty acyl-CoA reductase 2,0,1,55711
220022_at,55713,ZNF334,zinc finger protein 334,0,1,55713
219523_s_at,55714,TENM3,teneurin transmembrane protein 3,0,1,55714
207747_s_at,55715,DOK4,docking protein 4,0,1,55715
220036_s_at,55716,LMBR1L,limb development membrane protein 1-like,0,1,55716
218090_s_at,55717,WDR11,WD repeat domain 11,0,1,55717
218016_s_at,55718,POLR3E,polymerase (RNA) III (DNA directed) polypeptide E (80kD),0,1,55718
203482_at,55719,SLF2,SMC5-SMC6 complex localization factor 2,0,1,55719
218156_s_at,55720,TSR1,"TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)",0,1,55720
219531_at,55722,CEP72,centrosomal protein 72kDa,0,1,55722
218115_at,55723,ASF1B,anti-silencing function 1B histone chaperone,0,1,55723
221652_s_at,55726,ASUN,asunder spermatogenesis regulator,0,1,55726
218987_at,55729,ATF7IP,activating transcription factor 7 interacting protein,0,1,55729
200603_at,5573,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha,0,1,5573
218464_s_at,55731,FAM222B,family with sequence similarity 222 member B,0,1,55731
220840_s_at,55732,C1orf112,chromosome 1 open reading frame 112,0,1,55732
219687_at,55733,HHAT,hedgehog acyltransferase,0,1,55733
218968_s_at,55734,ZFP64,ZFP64 zinc finger protein,0,1,55734
215792_s_at,55735,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11,0,1,55735
217727_x_at,55737,VPS35,VPS35 retromer complex component,0,1,55737
217888_s_at,55738,ARFGAP1,ADP ribosylation factor GTPase activating protein 1,0,1,55738
217940_s_at,55739,CARKD,carbohydrate kinase domain containing,0,1,55739
217820_s_at,55740,ENAH,enabled homolog (Drosophila),0,1,55740
218282_at,55741,EDEM2,"ER degradation enhancer, mannosidase alpha-like 2",0,1,55741
217890_s_at,55742,PARVA,parvin alpha,0,1,55742
218803_at,55743,CHFR,"checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase",0,1,55743
209445_x_at,55744,COA1,cytochrome c oxidase assembly factor 1 homolog,0,1,55744
218139_s_at,55745,AP5M1,adaptor related protein complex 5 mu 1 subunit,0,1,55745
212559_at,5575,PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta,0,1,5575
222132_s_at,55750,AGK,acylglycerol kinase,0,1,55750
219074_at,55751,TMEM184C,transmembrane protein 184C,0,1,55751
201307_at,55752,SEPT11,septin 11,0,1,55752
219277_s_at,55753,OGDHL,oxoglutarate dehydrogenase-like,0,1,55753
217743_s_at,55754,TMEM30A,transmembrane protein 30A,0,1,55754
220935_s_at,55755,CDK5RAP2,CDK5 regulatory subunit associated protein 2,0,1,55755
203941_at,55756,INTS9,integrator complex subunit 9,0,1,55756
218801_at,55757,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2,0,1,55757
218344_s_at,55758,RCOR3,REST corepressor 3,0,1,55758
218512_at,55759,WDR12,WD repeat domain 12,0,1,55759
213052_at,5576,PRKAR2A,protein kinase cAMP-dependent type II regulatory subunit alpha,0,1,5576
218198_at,55760,DHX32,DEAH-box helicase 32 (putative),0,1,55760
218972_at,55761,TTC17,tetratricopeptide repeat domain 17,0,1,55761
222127_s_at,55763,EXOC1,exocyst complex component 1,0,1,55763
220744_s_at,55764,IFT122,intraflagellar transport 122,0,1,55764
219010_at,55765,C1orf106,chromosome 1 open reading frame 106,0,1,55765
220936_s_at,55766,H2AFJ,H2A histone family member J,0,1,55766
220742_s_at,55768,NGLY1,N-glycanase 1,0,1,55768
221645_s_at,55769,ZNF83,zinc finger protein 83,0,1,55769
203680_at,5577,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta,0,1,5577
219349_s_at,55770,EXOC2,exocyst complex component 2,0,1,55770
219715_s_at,55775,TDP1,tyrosyl-DNA phosphodiesterase 1,0,1,55775
218784_s_at,55776,SAYSD1,SAYSVFN motif domain containing 1,0,1,55776
219086_at,55778,ZNF839,zinc finger protein 839,0,1,55778
221103_s_at,55779,CFAP44,cilia and flagella associated protein 44,0,1,55779
213093_at,5578,PRKCA,protein kinase C alpha,0,1,5578
218535_s_at,55781,RIOK2,RIO kinase 2,0,1,55781
220603_s_at,55784,MCTP2,"multiple C2 domains, transmembrane 2",0,1,55784
219901_at,55785,FGD6,"FYVE, RhoGEF and PH domain containing 6",0,1,55785
205514_at,55786,ZNF415,zinc finger protein 415,0,1,55786
219969_at,55787,TXLNG,taxilin gamma,0,1,55787
218191_s_at,55788,LMBRD1,LMBR1 domain containing 1,0,1,55788
209685_s_at,5579,PRKCB,protein kinase C beta,0,1,5579
219049_at,55790,CSGALNACT1,chondroitin sulfate N-acetylgalactosaminyltransferase 1,0,1,55790
220235_s_at,55791,LRIF1,ligand dependent nuclear receptor interacting factor 1,0,1,55791
219940_s_at,55795,PCID2,PCI domain containing 2,0,1,55795
219814_at,55796,MBNL3,muscleblind like splicing regulator 3,0,1,55796
222276_at,55798,METTL2B,methyltransferase like 2B,0,1,55798
219714_s_at,55799,CACNA2D3,"calcium channel, voltage-dependent, alpha 2/delta subunit 3",0,1,55799
202686_s_at,558,AXL,AXL receptor tyrosine kinase,0,1,558
204723_at,55800,SCN3B,"sodium channel, voltage gated, type III beta subunit",0,1,55800
218508_at,55802,DCP1A,decapping mRNA 1A,0,1,55802
219358_s_at,55803,ADAP2,ArfGAP with dual PH domains 2,0,1,55803
207797_s_at,55805,LRP2BP,LRP2 binding protein,0,1,55805
210086_at,55806,HR,hair growth associated,0,1,55806
203734_at,55810,FOXJ2,forkhead box J2,0,1,55810
219583_s_at,55812,SPATA7,spermatogenesis associated 7,0,1,55812
218715_at,55813,UTP6,UTP6 small subunit processome component,0,1,55813
222220_s_at,55815,TSNAXIP1,translin-associated factor X interacting protein 1,0,1,55815
214844_s_at,55816,DOK5,docking protein 5,0,1,55816
217865_at,55819,RNF130,ring finger protein 130,0,1,55819
206270_at,5582,PRKCG,protein kinase C gamma,0,1,5582
203292_s_at,55823,VPS11,"VPS11, CORVET/HOPS core subunit",0,1,55823
217908_s_at,55827,DCAF6,DDB1 and CUL4 associated factor 6,0,1,55827
218146_at,55830,GLT8D1,glycosyltransferase 8 domain containing 1,0,1,55830
217882_at,55831,EMC3,ER membrane protein complex subunit 3,0,1,55831
208839_s_at,55832,CAND1,cullin-associated and neddylation-dissociated 1,0,1,55832
219192_at,55833,UBAP2,ubiquitin associated protein 2,0,1,55833
222118_at,55839,CENPN,centromere protein N,0,1,55839
213518_at,5584,PRKCI,protein kinase C iota,0,1,5584
219551_at,55840,EAF2,ELL associated factor 2,0,1,55840
219520_s_at,55841,WWC3,WWC family member 3,0,1,55841
218870_at,55843,ARHGAP15,Rho GTPase activating protein 15,0,1,55843
218992_at,55848,PLGRKT,"plasminogen receptor, C-terminal lysine transmembrane protein",0,1,55848
202161_at,5585,PKN1,protein kinase N1,0,1,5585
221706_s_at,55850,USE1,unconventional SNARE in the ER 1 homolog (S. cerevisiae),0,1,55850
218099_at,55852,TEX2,testis expressed 2,0,1,55852
220703_at,55853,IDI2-AS1,IDI2 antisense RNA 1,0,1,55853
201595_s_at,55854,ZC3H15,zinc finger CCCH-type containing 15,0,1,55854
204565_at,55856,ACOT13,acyl-CoA thioesterase 13,0,1,55856
218095_s_at,55858,TMEM165,transmembrane protein 165,0,1,55858
218332_at,55859,BEX1,brain expressed X-linked 1,0,1,55859
212628_at,5586,PKN2,protein kinase N2,0,1,5586
222230_s_at,55860,ACTR10,actin-related protein 10 homolog (S. cerevisiae),0,1,55860
219974_x_at,55862,ECHDC1,ethylmalonyl-CoA decarboxylase 1,0,1,55862
221622_s_at,55863,TMEM126B,transmembrane protein 126B,0,1,55863
205880_at,5587,PRKD1,protein kinase D1,0,1,5587
218554_s_at,55870,ASH1L,"ash1 (absent, small, or homeotic)-like (Drosophila)",0,1,55870
219148_at,55872,PBK,PDZ binding kinase,0,1,55872
219233_s_at,55876,GSDMB,gasdermin B,0,1,55876
201760_s_at,55884,WSB2,WD repeat and SOCS box containing 2,0,1,55884
204424_s_at,55885,LMO3,LIM domain only 3,0,1,55885
206314_at,55888,ZKSCAN7,zinc finger with KRAB and SCAN domains 7,0,1,55888
200707_at,5589,PRKCSH,protein kinase C substrate 80K-H,0,1,5589
219327_s_at,55890,GPRC5C,"G protein-coupled receptor, class C, group 5, member C",0,1,55890
218926_at,55892,MYNN,myoneurin,0,1,55892
221708_s_at,55898,UNC45A,unc-45 myosin chaperone A,0,1,55898
202178_at,5590,PRKCZ,protein kinase C zeta,0,1,5590
218490_s_at,55900,ZNF302,zinc finger protein 302,0,1,55900
200867_at,55905,RNF114,ring finger protein 114,0,1,55905
220040_x_at,55906,ZC4H2,"zinc finger, C4H2 domain containing",0,1,55906
218111_s_at,55907,CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase,0,1,55907
222199_s_at,55909,BIN3,bridging integrator 3,0,1,55909
208694_at,5591,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide",0,1,5591
220023_at,55911,APOBR,apolipoprotein B receptor,0,1,55911
217941_s_at,55914,ERBB2IP,erbb2 interacting protein,0,1,55914
218219_s_at,55915,LANCL2,LanC like 2,0,1,55915
209628_at,55916,NXT2,nuclear transport factor 2-like export factor 2,0,1,55916
207119_at,5592,PRKG1,"protein kinase, cGMP-dependent, type I",0,1,5592
205004_at,55922,NKRF,NFKB repressing factor,0,1,55922
220476_s_at,55924,FAM212B,family with sequence similarity 212 member B,0,1,55924
218966_at,55930,MYO5C,myosin VC,0,1,55930
214910_s_at,55937,APOM,apolipoprotein M,0,1,55937
212271_at,5594,MAPK1,mitogen-activated protein kinase 1,0,1,5594
212046_x_at,5595,MAPK3,mitogen-activated protein kinase 3,0,1,5595
218752_at,55954,ZMAT5,"zinc finger, matrin-type 5",0,1,55954
213526_s_at,55957,LIN37,lin-37 DREAM MuvB core complex component,0,1,55957
215789_s_at,55966,AJAP1,adherens junctions associated protein 1,0,1,55966
220248_x_at,55968,NSFL1C,NSFL1 (p97) cofactor (p47),0,1,55968
217835_x_at,55969,C20orf24,chromosome 20 open reading frame 24,0,1,55969
207121_s_at,5597,MAPK6,mitogen-activated protein kinase 6,0,1,5597
212294_at,55970,GNG12,"guanine nucleotide binding protein (G protein), gamma 12",0,1,55970
205084_at,55973,BCAP29,B-cell receptor-associated protein 29,0,1,55973
219125_s_at,55974,SLC50A1,"solute carrier family 50 (sugar efflux transporter), member 1",0,1,55974
220238_s_at,55975,KLHL7,kelch like family member 7,0,1,55975
35617_at,5598,MAPK7,mitogen-activated protein kinase 7,0,1,5598
210477_x_at,5599,MAPK8,mitogen-activated protein kinase 8,0,1,5599
211499_s_at,5600,MAPK11,mitogen-activated protein kinase 11,0,1,5600
220110_s_at,56000,NXF3,nuclear RNA export factor 3,0,1,56000
221739_at,56005,MYDGF,myeloid-derived growth factor,0,1,56005
221335_x_at,56006,SMG9,SMG9 nonsense mediated mRNA decay factor,0,1,56006
204813_at,5602,MAPK10,mitogen-activated protein kinase 10,0,1,5602
218718_at,56034,PDGFC,platelet derived growth factor C,0,1,56034
202670_at,5604,MAP2K1,mitogen-activated protein kinase kinase 1,0,1,5604
202424_at,5605,MAP2K2,mitogen-activated protein kinase kinase 2,0,1,5605
207667_s_at,5606,MAP2K3,mitogen-activated protein kinase kinase 3,0,1,5606
205687_at,56061,UBFD1,ubiquitin family domain containing 1,0,1,56061
214591_at,56062,KLHL4,kelch like family member 4,0,1,56062
205698_s_at,5608,MAP2K6,mitogen-activated protein kinase kinase 6,0,1,5608
216206_x_at,5609,MAP2K7,mitogen-activated protein kinase kinase 7,0,1,5609
204211_x_at,5610,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2,0,1,5610
208499_s_at,5611,DNAJC3,DnaJ heat shock protein family (Hsp40) member C3,0,1,5611
216352_x_at,56112,PCDHGA3,"protocadherin gamma subfamily A, 3",0,1,56112
209323_at,5612,PRKRIR,"protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)",0,1,5612
221408_x_at,56124,PCDHB12,protocadherin beta 12,0,1,56124
208504_x_at,56125,PCDHB11,protocadherin beta 11,0,1,56125
221317_x_at,56130,PCDHB6,protocadherin beta 6,0,1,56130
221410_x_at,56132,PCDHB3,protocadherin beta 3,0,1,56132
221035_s_at,56155,TEX14,testis expressed 14,0,1,56155
214222_at,56171,DNAH7,"dynein, axonemal, heavy chain 7",0,1,56171
220076_at,56172,ANKH,ANKH inorganic pyrophosphate transport regulator,0,1,56172
210476_s_at,5618,PRLR,prolactin receptor,0,1,5618
218853_s_at,56180,MOSPD1,motile sperm domain containing 1,0,1,56180
215707_s_at,5621,PRNP,prion protein,0,1,5621
206900_x_at,56242,ZNF253,zinc finger protein 253,0,1,56242
214203_s_at,5625,PRODH,proline dehydrogenase (oxidase) 1,0,1,5625
212787_at,56252,YLPM1,YLP motif containing 1,0,1,56252
206914_at,56253,CRTAM,cytotoxic and regulatory T-cell molecule,0,1,56253
201581_at,56255,TMX4,thioredoxin related transmembrane protein 4,0,1,56255
219798_s_at,56257,MEPCE,methylphosphate capping enzyme,0,1,56257
221021_s_at,56259,CTNNBL1,catenin beta like 1,0,1,56259
220216_at,56260,C8orf44,chromosome 8 open reading frame 44,0,1,56260
209472_at,56267,CCBL2,cysteine conjugate-beta lyase 2,0,1,56267
209076_s_at,56270,WDR45B,WD repeat domain 45B,0,1,56270
215440_s_at,56271,BEX4,brain expressed X-linked 4,0,1,56271
210094_s_at,56288,PARD3,par-3 family cell polarity regulator,0,1,56288
207401_at,5629,PROX1,prospero homeobox 1,0,1,5629
209309_at,563,AZGP1,"alpha-2-glycoprotein 1, zinc-binding",0,1,563
220322_at,56300,IL36G,"interleukin 36, gamma",0,1,56300
220868_s_at,56301,SLC7A10,"solute carrier family 7 (neutral amino acid transporter light chain, asc system), member 10",0,1,56301
209440_at,5631,PRPS1,phosphoribosyl pyrophosphate synthetase 1,0,1,5631
213653_at,56339,METTL3,methyltransferase like 3,0,1,56339
203401_at,5634,PRPS2,phosphoribosyl pyrophosphate synthetase 2,0,1,5634
202529_at,5635,PRPSAP1,phosphoribosyl pyrophosphate synthetase-associated protein 1,0,1,5635
203537_at,5636,PRPSAP2,phosphoribosyl pyrophosphate synthetase-associated protein 2,0,1,5636
205618_at,5638,PRRG1,proline rich Gla (G-carboxyglutamic acid) 1,0,1,5638
205617_at,5639,PRRG2,proline rich Gla (G-carboxyglutamic acid) 2,0,1,5639
207463_x_at,5646,PRSS3,"protease, serine 3",0,1,5646
219080_s_at,56474,CTPS2,CTP synthase 2,0,1,56474
219370_at,56475,RPRM,"reprimo, TP53 dependent G2 arrest mediator candidate",0,1,56475
218626_at,56478,EIF4ENIF1,eukaryotic translation initiation factor 4E nuclear import factor 1,0,1,56478
205923_at,5649,RELN,reelin,0,1,5649
205778_at,5650,KLK7,kallikrein related peptidase 7,0,1,5650
202525_at,5652,PRSS8,"protease, serine 8",0,1,5652
218976_at,56521,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12,0,1,56521
